id,raw_text,label_mechanism,label_stage,label_category,corrective_strategy,risk_level,notes
126,Emotional regulation example 126: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
127,Emotional regulation example 127: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
128,Emotional regulation example 128: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
129,Emotional regulation example 129: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
130,Emotional regulation example 130: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
131,Emotional regulation example 131: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
132,Emotional regulation example 132: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
133,Emotional regulation example 133: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
134,Emotional regulation example 134: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
135,Emotional regulation example 135: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
136,Emotional regulation example 136: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
137,Emotional regulation example 137: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
138,Emotional regulation example 138: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
139,Emotional regulation example 139: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
140,Emotional regulation example 140: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
141,Emotional regulation example 141: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
142,Emotional regulation example 142: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
143,Emotional regulation example 143: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
144,Emotional regulation example 144: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
145,Emotional regulation example 145: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
146,Emotional regulation example 146: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
147,Emotional regulation example 147: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
148,Emotional regulation example 148: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
149,Emotional regulation example 149: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
150,Emotional regulation example 150: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
151,Emotional regulation example 151: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
152,Emotional regulation example 152: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
153,Emotional regulation example 153: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
154,Emotional regulation example 154: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
155,Emotional regulation example 155: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
156,Emotional regulation example 156: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
157,Emotional regulation example 157: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
158,Emotional regulation example 158: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
159,Emotional regulation example 159: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
160,Emotional regulation example 160: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
161,Emotional regulation example 161: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
162,Emotional regulation example 162: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
163,Emotional regulation example 163: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
164,Emotional regulation example 164: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
165,Emotional regulation example 165: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
166,Emotional regulation example 166: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
167,Emotional regulation example 167: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
168,Emotional regulation example 168: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
169,Emotional regulation example 169: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
170,Emotional regulation example 170: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
171,Emotional regulation example 171: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
172,Emotional regulation example 172: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
173,Emotional regulation example 173: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
174,Emotional regulation example 174: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
175,Emotional regulation example 175: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
176,Emotional regulation example 176: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
177,Emotional regulation example 177: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
178,Emotional regulation example 178: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
179,Emotional regulation example 179: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
180,Emotional regulation example 180: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
181,Emotional regulation example 181: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
182,Emotional regulation example 182: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
183,Emotional regulation example 183: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
184,Emotional regulation example 184: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
185,Emotional regulation example 185: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
186,Emotional regulation example 186: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
187,Emotional regulation example 187: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
188,Emotional regulation example 188: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
189,Emotional regulation example 189: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
190,Emotional regulation example 190: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
191,Emotional regulation example 191: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
192,Emotional regulation example 192: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
193,Emotional regulation example 193: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
194,Emotional regulation example 194: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
195,Emotional regulation example 195: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
196,Emotional regulation example 196: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
197,Emotional regulation example 197: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
198,Emotional regulation example 198: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
199,Emotional regulation example 199: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
200,Emotional regulation example 200: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
201,Emotional regulation example 201: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
202,Emotional regulation example 202: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
203,Emotional regulation example 203: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
204,Emotional regulation example 204: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
205,Emotional regulation example 205: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
206,Emotional regulation example 206: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
207,Emotional regulation example 207: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
208,Emotional regulation example 208: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
209,Emotional regulation example 209: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
210,Emotional regulation example 210: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
211,Emotional regulation example 211: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
212,Emotional regulation example 212: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
213,Emotional regulation example 213: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
214,Emotional regulation example 214: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
215,Emotional regulation example 215: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
216,Emotional regulation example 216: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
217,Emotional regulation example 217: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
218,Emotional regulation example 218: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
219,Emotional regulation example 219: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
220,Emotional regulation example 220: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
221,Emotional regulation example 221: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
222,Emotional regulation example 222: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
223,Emotional regulation example 223: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
224,Emotional regulation example 224: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
225,Emotional regulation example 225: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
226,Emotional regulation example 226: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
227,Emotional regulation example 227: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
228,Emotional regulation example 228: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
229,Emotional regulation example 229: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
230,Emotional regulation example 230: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
231,Emotional regulation example 231: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
232,Emotional regulation example 232: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
233,Emotional regulation example 233: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
234,Emotional regulation example 234: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
235,Emotional regulation example 235: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
236,Emotional regulation example 236: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
237,Emotional regulation example 237: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
238,Emotional regulation example 238: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
239,Emotional regulation example 239: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
240,Emotional regulation example 240: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
241,Emotional regulation example 241: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
242,Emotional regulation example 242: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
243,Emotional regulation example 243: This demonstrates a cognitive-reframe strategy during emotional overload.,cognitive-reframe,regulation,cognitive,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
244,Emotional regulation example 244: This demonstrates a breathing-pattern strategy during emotional overload.,breathing-pattern,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
245,Emotional regulation example 245: This demonstrates a self-soothing strategy during emotional overload.,self-soothing,regulation,emotional,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
246,Emotional regulation example 246: This demonstrates a needs-expression strategy during emotional overload.,needs-expression,regulation,communication,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
247,Emotional regulation example 247: This demonstrates a calming-script strategy during emotional overload.,calming-script,regulation,script,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
248,Emotional regulation example 248: This demonstrates a de-escalation-cue strategy during emotional overload.,de-escalation-cue,regulation,interaction,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
249,Emotional regulation example 249: This demonstrates a naming-emotion strategy during emotional overload.,naming-emotion,regulation,affect,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
250,Emotional regulation example 250: This demonstrates a grounding-technique strategy during emotional overload.,grounding-technique,regulation,somatic,regulate + reduce arousal,low,Auto-generated emotional regulation micro-pattern.
